stock_code,company_name,annual_gross_margin,asset_turnover_annual,cash_share_annual,current_ratio_annual,eps_basic_excl_extra_annual,fcf_share_ttm,inventory_turnover_annual,lt_debt_equity_annual,net_interest_coverage_annual,net_profit_margin_annual,operating_margin_annual,quick_ratio_annual,receivables_turnover_annual,roe_ttm,roi_annual,roa_rfy,tangible_book_annual,total_debt_cagr_5y,total_debt_equity_annual
6826,Shanghai Haohai Biological Technology,77.18587,0.30137,20.76475,10.96038,2.60658,-0.9168,1.66354,0.44002,-99999.99,23.58994,25.75842,10.29369,4.11833,7.10935,8.04703,7.10935,30.22514,-99999.99,0.91135
6828,Beijing Gas Blue Sky Holdings Ltd,8.38936,0.31697,0.05872,0.67417,-0.00084,-0.02301,44.03921,10.04503,-99999.99,2.76033,1.26724,0.65727,8.37553,-0.05355,1.26808,0.87494,0.13774,102.7517,68.24506
6829,Dragon Rise Group Holdings Ltd,1.01532,1.49279,0.06003,3.60924,-0.01675,-99999.99,-99999.99,-99999.99,-17.26266,-3.94602,-3.59397,-99999.99,3.05065,-5.89057,-7.09208,-5.89057,0.22337,-1.27521,7.03669
6830,Huazhong In Vehicle Holdings Co Ltd,22.35409,0.68481,0.12194,0.87902,0.05447,0.01686,4.37435,3.71163,5.38097,4.03175,6.32183,0.71047,3.38136,1.82403,7.67531,2.76098,0.66751,4.75947,81.93199
6833,Sinco Pharmaceuticals Holdings Ltd,18.36402,1.71004,0.1502,1.06156,0.01551,-99999.99,4.12382,0.33086,3.15174,1.94626,5.29807,0.58113,48.23622,7.41734,17.19623,3.32818,0.0315,15.49915,405.3195
6836,Tianyun International Holdings Ltd,27.85568,0.93157,0.55336,2.65493,0.19708,0.05578,7.97838,0.0397,18.4278,15.90763,22.01611,2.30015,7.29517,12.03123,19.7309,14.81904,1.04698,43.98346,22.83894
6837,Haitong Securities Co Ltd,93.61384,0.06977,37.49632,1.41043,0.94886,-1.48234,-99999.99,99.67707,2.08348,24.94139,65.68018,1.40952,4.69325,1.59055,3.98328,1.74022,12.22294,12.94009,269.9023
6838,Winox Holdings Ltd,25.36151,1.18004,0.27458,1.67849,0.27679,-0.08127,8.68008,0.4312,-99999.99,11.43453,14.14147,1.29428,5.80033,12.05282,18.85365,13.49322,1.52087,-10.73301,9.89027
6839,Yunnan Water Investment Company Ltd,28.02549,0.18025,2.37071,1.01345,0.38239,-99999.99,45.78119,207.0646,1.97629,8.47057,22.00653,1.00365,0.95064,0.60963,2.19747,1.52684,-3.9242,80.23585,294.4505
6855,Ascentage Pharma Group International,85.55778,0.01192,4.84091,4.49914,-14.53696,-99999.99,-99999.99,1.03439,-99999.99,-10202.67,-10184.26,-99999.99,3.73133,-107.1438,-139.2241,-121.6479,4.3534,-99999.99,11.38774
6858,Honma Golf Ltd,50.94172,0.61005,1.27961,1.9471,-0.08903,-0.94048,1.33052,5.65665,0.42427,-3.07902,-1.59328,1.31158,2.61701,-1.87835,-2.6791,-1.87835,2.56778,84.34077,49.94635
6860,FingerTango Inc,63.2087,0.64929,0.4616,5.15589,0.02338,-99999.99,-99999.99,0.09332,-99999.99,3.68287,2.81609,-99999.99,8.80147,4.83587,2.89179,2.39126,0.79063,-99999.99,0.62473
6862,Haidilao International Holding Ltd,57.67781,1.63126,0.48044,1.27122,0.50698,-0.47698,13.56719,39.79777,-99999.99,8.83785,13.1196,1.05942,62.05364,2.35378,19.90562,14.41686,2.25271,-99999.99,50.88672
6865,Flat Glass Group Co Ltd,31.33417,0.58814,0.28154,0.9997,0.42401,-0.30788,7.66926,6.49071,18.27835,14.92143,17.59915,0.89112,4.98485,9.52739,14.85767,8.77586,2.40112,20.61874,58.93646
6866,Zuoli Kechuang Micro-finance Co Ltd,84.59212,0.12931,0.05372,-99999.99,0.12779,-99999.99,-99999.99,43.73769,183.6376,43.94832,58.83646,-99999.99,148.5849,5.05733,6.14004,5.6828,1.56621,32.59465,43.81552
6868,Tenfu (Cayman) Holdings Company Ltd,58.85925,0.62599,0.32949,1.42025,0.27082,0.00969,1.03293,5.99936,19.86402,15.20101,24.64095,0.67153,6.64092,9.04985,13.81343,9.51571,1.75821,2.28767,39.635
6869,Yangtze Optical Fibre and Cable JSC Ltd,23.2606,0.58279,3.22631,2.08312,1.21473,0.54085,4.29774,1.03076,-99999.99,10.09483,11.29843,1.61106,2.54716,4.32097,8.16458,5.88321,12.82365,-8.40928,18.21909
6877,CLSA Premium Ltd,-33.65674,0.01254,0.18672,4.85271,-0.08852,-0.05894,-99999.99,2.69348,-12.84791,-1746.27,-1620.957,-99999.99,0.42988,-21.9032,-30.65624,-21.9032,0.19229,187.1317,5.69056
6878,Differ Group Holding Co Ltd,17.07501,0.44654,0.03736,1.39123,0.06101,-0.01059,0.96601,64.76496,-99999.99,14.92694,20.74969,0.43065,34.00751,3.56415,13.58393,6.66541,0.27981,-99999.99,100.0134
6880,Tempus Holdings Ltd,52.52996,0.49326,0.20999,0.52058,-0.64572,-99999.99,5.99194,20.24882,-0.67974,-50.59131,-39.39376,0.45583,3.50913,-23.6032,-61.96454,-24.95462,0.38871,-99999.99,325.704
6881,China Galaxy Securities Company Ltd,97.55691,0.05756,15.1561,1.28882,0.59105,3.11026,-99999.99,47.11018,6.85396,32.17086,52.44453,-99999.99,5.66656,1.79331,4.76666,1.85181,7.90897,17.82139,214.1571
6882,EGL Holdings Co Ltd,18.08065,1.72457,0.41023,1.08212,0.02787,-99999.99,462.0871,101.4967,8.12188,0.84619,0.96,1.07724,200.7,-5.81605,2.24297,1.45932,0.69774,-99999.99,125.7073
6885,Henan Jinma Energy Co Ltd,14.27747,1.58379,5.61872,2.01476,1.2568,-0.18702,21.78913,14.08207,-99999.99,8.17818,11.5975,1.82797,53.02872,9.89916,22.12971,12.95249,5.4519,8.25706,39.93817
6886,Huatai Securities Co Ltd,66.68818,0.06634,41.2401,1.30332,1.18756,-1.48575,-99999.99,41.41657,-99999.99,29.33614,28.69581,-99999.99,7.17887,2.09723,5.36221,1.94602,14.45524,19.62531,194.7962
6888,Freetech Road Recycling Tech(Hldngs)Ltd,21.2155,0.3964,0.21491,1.55096,0.0039,-99999.99,8.36852,0.44466,4.53183,1.86119,4.73341,1.45647,1.2411,1.73481,1.24724,0.73778,0.64084,183.6571,16.68403
6889,Dynam Japan Holdings Co Ltd,-99999.99,0.61361,4.03915,1.26733,1.23155,-0.42034,-99999.99,68.14765,10.95792,8.98188,15.15935,1.19061,243.012,5.51137,6.6715,5.51137,12.66811,53.30165,79.42235
6890,KangLi International Holdings Ltd,6.65439,1.05266,0.34822,1.4876,0.04669,-0.11289,4.12644,5.86097,2.36716,1.65134,3.00188,1.03557,9.54634,1.63222,3.7349,1.7383,1.16196,-99999.99,59.84585
6893,Hin Sang Group (Interntnl) Hldng Co Ltd,67.18783,0.27106,0.01382,0.67805,-0.01811,0.01524,5.84138,57.31947,0.59594,-18.30383,-12.95621,0.55514,10.39213,-4.96141,-6.43199,-4.96141,0.30442,-99999.99,78.58241
6896,Golden Throat Holdings Group Co Ltd,75.07643,0.51214,0.89491,2.46261,0.25982,0.02124,4.75898,0.0,-99999.99,21.02709,28.8193,2.38377,1.89499,8.47625,14.99399,10.76889,1.78899,0.2818,8.32862
6898,China Aluminum Cans Holdings Ltd,34.81128,0.35327,0.05733,3.94999,0.02523,0.01807,2.22251,0.0,101.8114,11.95075,15.68153,2.82448,5.12892,4.68142,4.9919,4.22182,0.34842,-71.60974,0.08275
6899,Ourgame International Holdings Ltd,46.81465,0.24283,0.19479,1.1402,-0.44366,-99999.99,234.4171,20.42698,-7.27559,-167.371,-161.0868,1.13805,11.13431,-46.50571,-60.69545,-40.64302,0.03774,-99999.99,45.3081
6908,Hongguang Lighting Holdings Co Ltd,24.77349,1.0932,0.12455,2.77912,0.04951,-99999.99,9.13815,1.28583,-99999.99,7.10269,9.67442,2.47279,2.10132,7.1329,10.80007,7.76463,0.47563,-0.1617,10.0617
6918,Kidztech Holdings Ltd,37.5046,0.59485,0.30967,1.3783,0.09411,-99999.99,4.22989,0.06182,9.26949,10.87937,17.36802,1.07786,4.37736,-99999.99,10.38999,6.4716,0.78101,-99999.99,48.34212
6919,Renrui Human Resources Tech Hol Ltd,10.53003,2.3372,7.83669,3.80066,-14.23512,1.62347,-99999.99,5.09485,0.09087,-34.08947,5.17,-99999.99,6.89259,-47.76344,-123.1834,-79.67386,8.11947,-99999.99,6.87952
6928,TOMO Holdings Ltd,39.91299,0.6154,0.24799,9.66867,0.02845,-99999.99,9.1205,0.18643,-99999.99,13.58275,17.7269,9.34445,5.09344,3.85132,9.20983,8.35886,0.32255,-99999.99,0.3374
6933,Sino-Entertainment Technology Hldgs Ltd,40.38837,1.42009,0.1732,6.44427,0.17861,-99999.99,-99999.99,0.0,10247.33,26.9032,26.81743,-99999.99,3.55346,-99999.99,48.68127,38.20504,0.40732,-99999.99,0.02869
6958,Zhenro Services Group Ltd,34.13602,1.03785,0.33377,1.08071,0.16099,-99999.99,-99999.99,21.2328,97.43318,15.24113,20.89819,-99999.99,10.06733,-99999.99,30.76502,15.81801,0.02891,-99999.99,27.84076
6966,China Wan Tong Yuan (Holdings) Ltd,79.86178,0.27778,0.21691,9.27708,0.02699,-99999.99,1.19987,0.0,-99999.99,37.16017,52.56797,8.42278,223.947,11.44978,11.87956,10.32244,0.17474,-99999.99,0.0
6968,Ganglong China Property Group Ltd,42.69527,0.12235,1.00485,1.1029,0.63796,-99999.99,0.10184,137.7433,-99999.99,23.7642,23.9873,0.23909,149.2968,-99999.99,22.15875,2.9076,1.18755,-99999.99,230.414
6969,Smoore International Holdings Ltd,44.04845,2.65587,0.16215,1.0588,0.48192,-99999.99,9.06494,70.14481,2477.171,28.56265,33.96872,0.79138,19.24316,-99999.99,178.6592,75.85867,0.14984,-99999.99,134.7183
6978,Immunotech Biopharm Ltd,-99999.99,0.0,0.80862,1.49464,-0.31171,-99999.99,-99999.99,20.84384,-99999.99,-99999.99,-99999.99,1.47131,-99999.99,-99999.99,-46.60915,-31.32907,0.46176,-99999.99,124.9583
